spec	Fold_0
nist_4518278	train
nist_4518308	train
nist_4518312	train
nist_4518313	train
nist_4518327	train
nist_4518328	train
nist_4518341	train
nist_4518380	train
nist_4518393	train
nist_4518420	train
nist_4518432	train
nist_4518526	train
nist_4518541	train
nist_4518775	train
nist_4518788	train
nist_4518800	train
nist_4518804	train
nist_4518945	train
nist_4518958	train
nist_4518966	train
nist_4519146	train
nist_4519159	train
nist_4519160	train
nist_4519165	train
nist_4519166	train
nist_4519178	train
nist_4519179	train
nist_4519183	train
nist_4519194	train
nist_4519206	train
nist_4519211	train
nist_4519250	train
nist_4519262	train
nist_4519291	train
nist_4519305	train
nist_4519312	train
nist_4519323	train
nist_4519394	train
nist_4519406	train
nist_4519426	train
nist_4519431	train
nist_4519432	train
nist_4519445	train
nist_4519468	train
nist_4519476	train
nist_4519566	train
nist_4519579	train
nist_4519593	train
nist_4519597	train
nist_4519750	train
nist_4519765	train
nist_4519789	train
nist_4519797	train
nist_4519880	train
nist_4519893	train
nist_4519894	train
nist_4519962	train
nist_4519976	train
nist_4519991	train
nist_4520002	train
nist_4520040	train
nist_4520048	train
nist_4520058	train
nist_4520063	train
nist_4520064	train
nist_4520075	train
nist_4520076	train
nist_4520084	train
nist_4520085	train
nist_4520096	train
nist_4520097	train
nist_4520102	train
nist_4520467	train
nist_4520479	train
nist_4520480	train
nist_4520486	train
nist_4520500	train
nist_4520513	train
nist_4520528	train
nist_4520539	train
nist_4520653	train
nist_4520661	train
nist_4520662	train
nist_4520665	train
nist_4520666	train
nist_4520677	train
nist_4520688	train
nist_4520697	train
nist_4520722	train
nist_4520732	train
nist_4520746	train
nist_4520755	train
nist_4520879	train
nist_4520893	train
nist_4520902	train
nist_4520908	train
nist_4521353	train
nist_4521621	train
nist_4521634	train
nist_4521635	train
nist_4521647	train
nist_4521966	train
nist_4521981	train
nist_4521998	train
nist_4522003	train
nist_4522144	train
nist_4522155	train
nist_4522168	train
nist_4522178	train
nist_4522353	train
nist_4522366	train
nist_4522380	train
nist_4522386	train
nist_4522655	train
nist_4522669	train
nist_4522670	train
nist_4522680	train
nist_4522704	train
nist_4522717	train
nist_4522718	train
nist_4522728	train
nist_4522841	train
nist_4522857	train
nist_4522884	train
nist_4522895	train
nist_4523138	train
nist_4523152	train
nist_4523153	train
nist_4523159	train
nist_4523289	train
nist_4523306	train
nist_4523320	train
nist_4523335	train
nist_4523347	train
nist_4523358	train
nist_4523557	train
nist_4523570	train
nist_4523581	train
nist_4523586	train
nist_4523632	train
nist_4523645	train
nist_4523657	train
nist_4523666	train
nist_4523698	train
nist_4523708	train
nist_4523735	train
nist_4523742	train
nist_4523825	train
nist_4523838	train
nist_4523839	train
nist_4523851	train
nist_4523867	train
nist_4523878	train
nist_4523879	train
nist_4523887	train
nist_4523935	train
nist_4523945	train
nist_4523950	train
nist_4523957	train
nist_4524286	train
nist_4524301	train
nist_4524315	train
nist_4524321	train
nist_4524593	train
nist_4524606	train
nist_4524607	train
nist_4524623	train
nist_4524634	train
nist_4524646	train
nist_4524657	train
nist_4524663	train
nist_4524664	train
nist_4524679	train
nist_4524688	train
nist_4524699	train
nist_4524782	train
nist_4524791	train
nist_4524828	train
nist_4524841	train
nist_4524842	train
nist_4524843	train
nist_4524857	train
nist_4524858	train
nist_4524871	train
nist_4524954	train
nist_4524971	train
nist_4524972	train
nist_4524988	train
nist_4525098	train
nist_4525109	train
nist_4525110	train
nist_4525123	train
nist_4525182	train
nist_4525195	train
nist_4525208	train
nist_4525216	train
nist_4525601	train
nist_4525614	train
nist_4525628	train
nist_4525685	train
nist_4525699	train
nist_4525700	train
nist_4525710	train
nist_4529091	train
nist_4529100	train
nist_4529102	train
nist_4529108	train
nist_4529921	train
nist_4529936	train
nist_4529962	train
nist_4530388	train
nist_4530401	train
nist_4530406	train
nist_4530418	train
nist_4532600	train
nist_4532605	train
nist_4532608	train
nist_4533654	train
nist_4533666	train
nist_4534529	train
nist_4534553	train
nist_4534564	train
nist_4534591	train
nist_4534597	train
nist_4535017	train
nist_4535032	train
nist_4535058	train
nist_4535068	train
nist_4537149	train
nist_4537160	train
nist_4537204	train
nist_4538829	train
nist_4538834	train
nist_4538835	train
nist_4538850	train
nist_4539675	train
nist_4539687	train
nist_4539691	train
nist_4539703	train
nist_4540887	train
nist_4540896	train
nist_4540900	train
nist_4541652	train
nist_4541665	train
nist_4541672	train
nist_4541685	train
nist_4541775	train
nist_4541787	train
nist_4541837	train
nist_4541838	train
nist_4542085	train
nist_4542100	train
nist_4542122	train
nist_4542129	train
nist_4542267	train
nist_4542278	train
nist_4542282	train
nist_4542286	train
nist_4542681	train
nist_4542693	train
nist_4542711	train
nist_4542723	train
nist_4543423	train
nist_4543434	train
nist_4543451	train
nist_4543464	train
nist_4544130	train
nist_4544141	train
nist_4544148	train
nist_4544163	train
nist_4547503	train
nist_4547518	train
nist_4547539	train
nist_4547554	train
nist_4547613	train
nist_4547626	train
nist_4547641	train
nist_4547827	train
nist_4547838	train
nist_4547854	train
nist_4547866	train
nist_4547884	train
nist_4547898	train
nist_4547921	train
nist_4549005	train
nist_4549012	train
nist_4549013	train
nist_4549027	train
nist_4550360	train
nist_4550374	train
nist_4550375	train
nist_4550386	train
nist_4550457	train
nist_4550469	train
nist_4550475	train
nist_4550952	train
nist_4550965	train
nist_4550966	train
nist_4550981	train
nist_4551224	train
nist_4551239	train
nist_4551244	train
nist_4551259	train
nist_4552863	train
nist_4552871	train
nist_4552872	train
nist_4553893	train
nist_4553908	train
nist_4553931	train
nist_4555712	train
nist_4555722	train
nist_4555723	train
nist_4555734	train
nist_4556865	train
nist_4556869	train
nist_4556870	train
nist_4556885	train
nist_4557178	train
nist_4557191	train
nist_4557213	train
nist_4557218	train
nist_4559122	train
nist_4559149	train
nist_4559156	train
nist_4559186	train
nist_4559198	train
nist_4560633	train
nist_4560638	train
nist_4560639	train
nist_4560646	train
nist_4562064	train
nist_4562073	train
nist_4562080	train
nist_4562092	train
nist_4562595	train
nist_4562609	train
nist_4562613	train
nist_4562627	train
nist_4562760	train
nist_4562767	train
nist_4562784	train
nist_4562799	train
nist_4564225	train
nist_4564236	train
nist_4564263	train
nist_4564273	train
nist_4564393	train
nist_4564405	train
nist_4564469	train
nist_4564480	train
nist_4564497	train
nist_4564508	train
nist_4564529	train
nist_4564540	train
nist_4564557	train
nist_4564569	train
nist_4564623	train
nist_4564635	train
nist_4564776	train
nist_4564790	train
nist_4564808	train
nist_4564821	train
nist_4564838	train
nist_4564851	train
nist_4564874	train
nist_4564906	train
nist_4564921	train
nist_4564944	train
nist_4564954	train
nist_4565096	train
nist_4565109	train
nist_4565176	train
nist_4565180	train
nist_4565733	train
nist_4565748	train
nist_4565767	train
nist_4565772	train
nist_4566477	train
nist_4566489	train
nist_4566497	train
nist_4566604	train
nist_4566614	train
nist_4566618	train
nist_4566632	train
nist_4566659	train
nist_4566673	train
nist_4566691	train
nist_4566706	train
nist_4566814	train
nist_4566826	train
nist_4566863	train
nist_4566875	train
nist_4567377	train
nist_4567390	train
nist_4567394	train
nist_4567409	train
nist_4568175	train
nist_4568190	train
nist_4568227	train
nist_4568234	train
nist_4568251	train
nist_4568266	train
nist_4568269	train
nist_4568281	train
nist_4569665	train
nist_4569677	train
nist_4570175	train
nist_4570190	train
nist_4570213	train
nist_4570312	train
nist_4570324	train
nist_4570329	train
nist_4570334	train
nist_4570562	train
nist_4570574	train
nist_4570578	train
nist_4570588	train
nist_4571004	train
nist_4571016	train
nist_4571054	train
nist_4571066	train
nist_4571681	train
nist_4571692	train
nist_4571697	train
nist_4571710	train
nist_4572551	train
nist_4572566	train
nist_4572605	train
nist_4572617	train
nist_4572820	train
nist_4572833	train
nist_4573190	train
nist_4573203	train
nist_4573207	train
nist_4573387	train
nist_4573399	train
nist_4573419	train
nist_4573544	train
nist_4573556	train
nist_4573589	train
nist_4573599	train
nist_4573604	train
nist_4573613	train
nist_4573645	train
nist_4573656	train
nist_4574082	train
nist_4574097	train
nist_4574103	train
nist_4574118	train
nist_4574255	train
nist_4574270	train
nist_4574289	train
nist_4574333	train
nist_4574348	train
nist_4574389	train
nist_4574402	train
nist_4575352	train
nist_4575367	train
nist_4575402	train
nist_4575417	train
nist_4575418	train
nist_4575432	train
nist_4575437	train
nist_4575498	train
nist_4575511	train
nist_4575936	train
nist_4575951	train
nist_4575970	train
nist_4576253	train
nist_4576265	train
nist_4576349	train
nist_4576361	train
nist_4576543	train
nist_4576555	train
nist_4576559	train
nist_4576995	train
nist_4577010	train
nist_4577057	train
nist_4577072	train
nist_4577109	train
nist_4577120	train
nist_4577567	train
nist_4577582	train
nist_4577648	train
nist_4577663	train
nist_4577666	train
nist_4577680	train
nist_4579603	train
nist_4579618	train
nist_4579691	train
nist_4579701	train
nist_4579867	train
nist_4579881	train
nist_4579886	train
nist_4579897	train
nist_4580033	train
nist_4580047	train
nist_4580082	train
nist_4580086	train
nist_4580284	train
nist_4580299	train
nist_4580319	train
nist_4580330	train
nist_4580332	train
nist_4580346	train
nist_4580359	train
nist_4580371	train
nist_4580385	train
nist_4580397	train
nist_4580421	train
nist_4580427	train
nist_4580428	train
nist_4580439	train
nist_4580734	train
nist_4580747	train
nist_4580750	train
nist_4580764	train
nist_4581201	train
nist_4581215	train
nist_4581237	train
nist_4581247	train
nist_4581334	train
nist_4581348	train
nist_4581367	train
nist_4581581	train
nist_4581593	train
nist_4581610	train
nist_4581769	train
nist_4581783	train
nist_4581786	train
nist_4581798	train
nist_4581867	train
nist_4581880	train
nist_4581885	train
nist_4582066	train
nist_4582079	train
nist_4582083	train
nist_4582601	train
nist_4582613	train
nist_4582618	train
nist_4583013	train
nist_4583019	train
nist_4583022	train
nist_4583044	train
nist_4583051	train
nist_4583789	train
nist_4583797	train
nist_4583802	train
nist_4583814	train
nist_4584974	train
nist_4584989	train
nist_4585005	train
nist_4585222	train
nist_4585234	train
nist_4585237	train
nist_4585302	train
nist_4585315	train
nist_4585320	train
nist_4585332	train
nist_4585643	train
nist_4585653	train
nist_4585665	train
nist_4585674	train
nist_4586066	train
nist_4586087	train
nist_4586100	train
nist_4586128	train
nist_4586143	train
nist_4586146	train
nist_4586151	train
nist_4586418	train
nist_4586431	train
nist_4586451	train
nist_4586463	train
nist_4586524	train
nist_4586537	train
nist_4586561	train
nist_4586596	train
nist_4586611	train
nist_4586623	train
nist_4586636	train
nist_4587012	train
nist_4587025	train
nist_4587029	train
nist_4587318	train
nist_4587330	train
nist_4587333	train
nist_4587344	train
nist_4587659	train
nist_4587672	train
nist_4587676	train
nist_4587689	train
nist_4588022	train
nist_4588037	train
nist_4588068	train
nist_4588081	train
nist_4588097	train
nist_4588109	train
nist_4588114	train
nist_4588204	train
nist_4588217	train
nist_4588323	train
nist_4588338	train
nist_4588932	train
nist_4588944	train
nist_4589695	train
nist_4589710	train
nist_4589713	train
nist_4589725	train
nist_4590016	train
nist_4590029	train
nist_4590045	train
nist_4590059	train
nist_4590652	train
nist_4590665	train
nist_4590682	train
nist_4590687	train
nist_4590804	train
nist_4590819	train
nist_4590821	train
nist_4590829	train
nist_4590848	train
nist_4590863	train
nist_4590864	train
nist_4590989	train
nist_4591004	train
nist_4591008	train
nist_4591019	train
nist_4591432	train
nist_4591447	train
nist_4591482	train
nist_4591591	train
nist_4591606	train
nist_4591625	train
nist_4591638	train
nist_4591644	train
nist_4591658	train
nist_4591691	train
nist_4591706	train
nist_4591730	train
nist_4591762	train
nist_4591777	train
nist_4591800	train
nist_4591801	train
nist_4591816	train
nist_4591856	train
nist_4591869	train
nist_4592756	train
nist_4592771	train
nist_4592790	train
nist_4592796	train
nist_4593080	train
nist_4593092	train
nist_4593132	train
nist_4593144	train
nist_4593197	train
nist_4593211	train
nist_4593363	train
nist_4593375	train
nist_4593410	train
nist_4593570	train
nist_4593585	train
nist_4593606	train
nist_4593619	train
nist_4593637	train
nist_4593739	train
nist_4593751	train
nist_4593771	train
nist_4593789	train
nist_4593801	train
nist_4593821	train
nist_4593997	train
nist_4594009	train
nist_4594016	train
nist_4594028	train
nist_4594230	train
nist_4594245	train
nist_4594267	train
nist_4594278	train
nist_4594293	train
nist_4594308	train
nist_4594343	train
nist_4594352	train
nist_4594368	train
nist_4594380	train
nist_4594410	train
nist_4594424	train
nist_4594735	train
nist_4594744	train
nist_4594759	train
nist_4594770	train
nist_4594941	train
nist_4594956	train
nist_4594978	train
nist_4594983	train
nist_4595301	train
nist_4595316	train
nist_4595319	train
nist_4595330	train
nist_4595519	train
nist_4595534	train
nist_4595538	train
nist_4595553	train
nist_4595571	train
nist_4595586	train
nist_4595602	train
nist_4595615	train
nist_4595831	train
nist_4595844	train
nist_4595866	train
nist_4596083	train
nist_4596098	train
nist_4596101	train
nist_4596116	train
nist_4596135	train
nist_4596150	train
nist_4596265	train
nist_4596280	train
nist_4596283	train
nist_4596297	train
nist_4596369	train
nist_4596377	train
nist_4596729	train
nist_4596742	train
nist_4596747	train
nist_4596757	train
nist_4597040	train
nist_4597054	train
nist_4597077	train
nist_4597090	train
nist_4597623	train
nist_4597634	train
nist_4597653	train
nist_4597664	train
nist_4597724	train
nist_4597736	train
nist_4597755	train
nist_4597766	train
nist_4598392	train
nist_4598403	train
nist_4598417	train
nist_4598429	train
nist_4598580	train
nist_4598592	train
nist_4599318	train
nist_4599329	train
nist_4599343	train
nist_4599354	train
nist_4599516	train
nist_4599528	train
nist_4599538	train
nist_4600535	train
nist_4600547	train
nist_4600583	train
nist_4600594	train
nist_4600731	train
nist_4600744	train
nist_4600751	train
nist_4600765	train
nist_4601071	train
nist_4601081	train
nist_4601088	train
nist_4601100	train
nist_4603255	train
nist_4603260	train
nist_4603269	train
nist_4606591	train
nist_4606602	train
nist_4606622	train
nist_4606626	train
nist_4606638	train
nist_4606644	train
nist_4606657	train
nist_4606814	train
nist_4606829	train
nist_4606872	train
nist_4606875	train
nist_4606911	train
nist_4606924	train
nist_4606946	train
nist_4607340	train
nist_4607352	train
nist_4607381	train
nist_4607391	train
nist_4608105	train
nist_4608119	train
nist_4608139	train
nist_4608154	train
nist_4608189	train
nist_4608199	train
nist_4608204	train
nist_4608213	train
nist_4610152	train
nist_4610167	train
nist_4610173	train
nist_4610187	train
nist_4610332	train
nist_4610344	train
nist_4610345	train
nist_4610359	train
nist_4610538	train
nist_4610553	train
nist_4610575	train
nist_4610582	train
nist_4611344	train
nist_4611345	train
nist_4611360	train
nist_4611755	train
nist_4611769	train
nist_4611773	train
nist_4611774	train
nist_4612119	train
nist_4612130	train
nist_4612149	train
nist_4612163	train
nist_4613515	train
nist_4613528	train
nist_4613552	train
nist_4613559	train
nist_4613903	train
nist_4613916	train
nist_4613920	train
nist_4613932	train
nist_4614190	train
nist_4614202	train
nist_4614205	train
nist_4614220	train
nist_4614446	train
nist_4614461	train
nist_4614865	train
nist_4614875	train
nist_4614878	train
nist_4614887	train
nist_4614921	train
nist_4614936	train
nist_4614939	train
nist_4615021	train
nist_4615036	train
nist_4615052	train
nist_4615056	train
nist_4615073	train
nist_4615088	train
nist_4615093	train
nist_4615105	train
nist_4615166	train
nist_4615181	train
nist_4615187	train
nist_4615200	train
nist_4615216	train
nist_4615238	train
nist_4615274	train
nist_4615289	train
nist_4615308	train
nist_4616250	train
nist_4618126	train
nist_4618132	train
nist_4618133	train
nist_4618140	train
nist_4618141	train
nist_4618144	train
nist_4618153	train
nist_4618647	train
nist_4618661	train
nist_4618675	train
nist_4618687	train
nist_4618846	train
nist_4618861	train
nist_4618874	train
nist_4618883	train
nist_4618891	train
nist_4618897	train
nist_4618898	train
nist_4618911	train
nist_4619225	train
nist_4619231	train
nist_4619232	train
nist_4619246	train
nist_4619269	train
nist_4619279	train
nist_4619280	train
nist_4619294	train
nist_4619742	train
nist_4619758	train
nist_4619759	train
nist_4619771	train
nist_4619923	train
nist_4619924	train
nist_4619929	train
nist_4619945	train
nist_4620444	train
nist_4620459	train
nist_4620460	train
nist_4620474	train
nist_4620911	train
nist_4620925	train
nist_4620926	train
nist_4620936	train
nist_4621084	train
nist_4621098	train
nist_4621099	train
nist_4621111	train
nist_4621270	train
nist_4621284	train
nist_4621285	train
nist_4621299	train
nist_4621311	train
nist_4621323	train
nist_4621324	train
nist_4621337	train
nist_4621450	train
nist_4621455	train
nist_4621456	train
nist_4621462	train
nist_4621546	train
nist_4621550	train
nist_4621551	train
nist_4621565	train
nist_4621654	train
nist_4621668	train
nist_4621669	train
nist_4621676	train
nist_4621677	train
nist_4621688	train
nist_4621697	train
nist_4621704	train
nist_4622589	train
nist_4622604	train
nist_4622605	train
nist_4622620	train
nist_4622621	train
nist_4622626	train
nist_4622627	train
nist_4622637	train
nist_4622756	train
nist_4622757	train
nist_4622773	train
nist_4622777	train
nist_4623056	train
nist_4623072	train
nist_4623117	train
nist_4623131	train
nist_4623529	train
nist_4623538	train
nist_4623539	train
nist_4623638	train
nist_4623653	train
nist_4623666	train
nist_4623671	train
nist_4623727	train
nist_4623730	train
nist_4623731	train
nist_4623744	train
nist_4623952	train
nist_4623953	train
nist_4623966	train
nist_4624457	train
nist_4624464	train
nist_4624465	train
nist_4624474	train
nist_4624481	train
nist_4624482	train
nist_4624488	train
nist_4624534	train
nist_4624541	train
nist_4624542	train
nist_4624550	train
nist_4624563	train
nist_4624580	train
nist_4624587	train
nist_4624588	train
nist_4624603	train
nist_4624618	train
nist_4624626	train
nist_4625461	train
nist_4625466	train
nist_4625467	train
nist_4625483	train
nist_4625538	train
nist_4625543	train
nist_4625544	train
nist_4625554	train
nist_4625770	train
nist_4625776	train
nist_4625777	train
nist_4625791	train
nist_4625911	train
nist_4625928	train
nist_4625947	train
nist_4625958	train
nist_4626170	train
nist_4626177	train
nist_4626178	train
nist_4626191	train
nist_4626252	train
nist_4626267	train
nist_4626268	train
nist_4626280	train
nist_4626602	train
nist_4626617	train
nist_4626618	train
nist_4626630	train
nist_4626631	train
nist_4626636	train
nist_4626637	train
nist_4626646	train
nist_4626907	train
nist_4626920	train
nist_4626934	train
nist_4627048	train
nist_4627059	train
nist_4627060	train
nist_4627073	train
nist_4627074	train
nist_4627081	train
nist_4627082	train
nist_4627094	train
nist_4627441	train
nist_4627457	train
nist_4627473	train
nist_4627480	train
nist_4627530	train
nist_4627544	train
nist_4627545	train
nist_4627557	train
nist_4627925	train
nist_4627936	train
nist_4628152	train
nist_4628157	train
nist_4628158	train
nist_4628503	train
nist_4628510	train
nist_4628511	train
nist_4628524	train
nist_4628707	train
nist_4628718	train
nist_4628743	train
nist_4628747	train
nist_4628990	train
nist_4629004	train
nist_4629017	train
nist_4629026	train
nist_4629059	train
nist_4629063	train
nist_4629064	train
nist_4629069	train
nist_4629119	train
nist_4629126	train
nist_4629127	train
nist_4629140	train
nist_4629202	train
nist_4629203	train
nist_4629209	train
nist_4629210	train
nist_4629215	train
nist_4629219	train
nist_4629220	train
nist_4629225	train
nist_4629259	train
nist_4629274	train
nist_4629326	train
nist_4629330	train
nist_4629723	train
nist_4629735	train
nist_4629749	train
nist_4629760	train
nist_4629867	train
nist_4629871	train
nist_4629872	train
nist_4629885	train
nist_4629951	train
nist_4629963	train
nist_4629964	train
nist_4629971	train
nist_4629972	train
nist_4629986	train
nist_4629987	train
nist_4630000	train
nist_4630106	train
nist_4630120	train
nist_4630132	train
nist_4630139	train
nist_4630163	train
nist_4630169	train
nist_4630170	train
nist_4630183	train
nist_4630451	train
nist_4630466	train
nist_4630482	train
nist_4630489	train
nist_4630676	train
nist_4630678	train
nist_4630679	train
nist_4630690	train
nist_4630883	train
nist_4630887	train
nist_4630888	train
nist_4630902	train
nist_4631178	train
nist_4631182	train
nist_4631183	train
nist_4631190	train
nist_4631428	train
nist_4631442	train
nist_4631443	train
nist_4631455	train
nist_4631456	train
nist_4631470	train
nist_4631471	train
nist_4631994	train
nist_4632008	train
nist_4632025	train
nist_4632031	train
nist_4639133	train
nist_4639136	train
nist_4639137	train
nist_4639149	train
nist_4639286	train
nist_4639287	train
nist_4639293	train
nist_4639300	train
nist_4639491	train
nist_4639492	train
nist_4639493	train
nist_4639508	train
nist_4643393	train
nist_4643404	train
nist_4643409	train
nist_4643422	train
nist_4644836	train
nist_4644842	train
nist_4644843	train
nist_4644857	train
nist_4644905	train
nist_4644917	train
nist_4644923	train
nist_4644931	train
nist_4645014	train
nist_4645025	train
nist_4645030	train
nist_4645042	train
nist_4645403	train
nist_4645409	train
nist_4645414	train
nist_4645425	train
nist_4646157	train
nist_4646168	train
nist_4646287	train
nist_4646298	train
nist_4646299	train
nist_4646396	train
nist_4646405	train
nist_4646407	train
nist_4646422	train
nist_4646435	train
nist_4646437	train
nist_4646451	train
nist_4646455	train
nist_4646462	train
nist_4646464	train
nist_4646478	train
nist_4646548	train
nist_4646559	train
nist_4646783	train
nist_4646798	train
nist_4646824	train
nist_4646839	train
nist_4650091	train
nist_4650102	train
nist_4650107	train
nist_4650118	train
nist_4651218	train
nist_4651229	train
nist_4651273	train
nist_4651279	train
nist_4651449	train
nist_4651460	train
nist_4651466	train
nist_4651477	train
nist_4652877	train
nist_4652890	train
nist_4652916	train
nist_4652930	train
nist_4652951	train
nist_4652964	train
nist_4652968	train
nist_4652981	train
nist_4655839	train
nist_4655854	train
nist_4655860	train
nist_4655872	train
nist_4655927	train
nist_4655938	train
nist_4655963	train
nist_4655975	train
nist_4656029	train
nist_4656030	train
nist_4656045	train
nist_1035318	train
nist_1035779	train
nist_1054863	train
nist_1055069	train
nist_1055752	train
nist_1055936	train
nist_1056563	train
nist_1057383	train
nist_1057530	train
nist_1057641	train
nist_1057680	train
nist_1057859	train
nist_1059187	train
nist_1059323	train
nist_1059524	train
nist_1059653	train
nist_1061048	train
nist_1061761	train
nist_1062259	train
nist_1062429	train
nist_1062815	train
nist_1063852	train
nist_1064140	train
nist_1064779	train
nist_1064855	train
nist_1065511	train
nist_1065932	train
nist_1067095	train
nist_1067140	train
nist_1067171	train
nist_1067595	train
nist_1067646	train
nist_1067676	train
nist_1067891	train
nist_1068110	train
nist_1068353	train
nist_1068398	train
nist_1069049	train
nist_1069296	train
nist_1069417	train
nist_1070042	train
nist_1070679	train
nist_1070962	train
nist_1070976	train
nist_1071204	train
nist_1072023	train
nist_1072606	train
nist_1072934	train
nist_1073017	train
nist_1073033	train
nist_1073499	train
nist_1073895	train
nist_1074005	train
nist_1074036	train
nist_1074532	train
nist_1075589	train
nist_1075966	train
nist_1089987	train
nist_1090505	train
nist_1091440	train
nist_1091653	train
nist_1091969	train
nist_1092053	train
nist_1092068	train
nist_1094170	train
nist_1094277	train
nist_1095982	train
nist_1097287	train
nist_1097993	train
nist_1105065	train
nist_1105137	train
nist_1106570	train
nist_1106833	train
nist_1106926	train
nist_1106995	train
nist_1107236	train
nist_1107278	train
nist_1107609	train
nist_1107899	train
nist_1111349	train
nist_1111392	train
nist_1111685	train
nist_1111716	train
nist_1111745	train
nist_1112634	train
nist_1112999	train
nist_1113294	train
nist_1113527	train
nist_1113975	train
nist_1114572	train
nist_1114583	train
nist_1114671	train
nist_1114759	train
nist_1115049	train
nist_1115157	train
nist_1115307	train
nist_1115707	train
nist_1115723	train
nist_1116243	train
nist_1116340	train
nist_1116706	train
nist_1116744	train
nist_1116793	train
nist_1127505	train
nist_1127542	train
nist_1128262	train
nist_1128350	train
nist_1128525	train
nist_1130552	train
nist_1130648	train
nist_1130720	train
nist_1130755	train
nist_1131699	train
nist_1131723	train
nist_1132121	train
nist_1132141	train
nist_1133318	train
nist_1133405	train
nist_1134121	train
nist_1135072	train
nist_1135097	train
nist_1135151	train
nist_1135173	train
nist_1135355	train
nist_1135394	train
nist_1136858	train
nist_1136896	train
nist_1136987	train
nist_1137026	train
nist_1137513	train
nist_1137534	train
nist_1137630	train
nist_1137681	train
nist_1139116	train
nist_1139158	train
nist_1139875	train
nist_1139914	train
nist_1140021	train
nist_1140065	train
nist_1140084	train
nist_1140133	train
nist_1140252	train
nist_1140276	train
nist_1141563	train
nist_1141582	train
nist_1142910	train
nist_1143346	train
nist_1144309	train
nist_1144330	train
nist_1144840	train
nist_1144867	train
nist_1144879	train
nist_1145109	train
nist_1145344	train
nist_1145379	train
nist_1145568	train
nist_1145714	train
nist_1146158	train
nist_1146177	train
nist_1146713	train
nist_1148076	train
nist_1148643	train
nist_1148659	train
nist_1149327	train
nist_1149347	train
nist_1149381	train
nist_1149402	train
nist_1149841	train
nist_1149908	train
nist_1149947	train
nist_1150364	train
nist_1152233	train
nist_1152299	train
nist_1152597	train
nist_1152823	train
nist_1152845	train
nist_1152896	train
nist_1153668	train
nist_1154148	train
nist_1154208	train
nist_1154471	train
nist_1154480	train
nist_1154751	train
nist_1154766	train
nist_1154851	train
nist_1154885	train
nist_1154936	train
nist_1154958	train
nist_1155477	train
nist_1155488	train
nist_1155923	train
nist_1156350	train
nist_1156367	train
nist_1157046	train
nist_1157065	train
nist_1158210	train
nist_1158229	train
nist_1158469	train
nist_1158485	train
nist_1158611	train
nist_1158629	train
nist_1159008	train
nist_1159025	train
nist_1160831	train
nist_1160903	train
nist_1160925	train
nist_1160992	train
nist_1161292	train
nist_1161362	train
nist_1163220	train
nist_1163263	train
nist_1164619	train
nist_1164640	train
nist_1165132	train
nist_1165154	train
nist_1165368	train
nist_1165374	train
nist_1165422	train
nist_1165906	train
nist_1166097	train
nist_1166286	train
nist_1166965	train
nist_1166991	train
nist_1168066	train
nist_1168245	train
nist_1169802	train
nist_1169816	train
nist_1170783	train
nist_1170804	train
nist_1172153	train
nist_1172184	train
nist_1173252	train
nist_1173487	train
nist_1173805	train
nist_1173841	train
nist_1174302	train
nist_1174804	train
nist_1174864	train
nist_1176523	train
nist_1176704	train
nist_1176783	train
nist_1176965	train
nist_1177487	train
nist_1177558	train
nist_1177912	train
nist_1180137	train
nist_1180167	train
nist_1180186	train
nist_1180471	train
nist_1181848	train
nist_1182680	train
nist_1182695	train
nist_1183109	train
nist_1184090	train
nist_1185065	train
nist_1185342	train
nist_1185431	train
nist_1186178	train
nist_1186199	train
nist_1186586	train
nist_1186599	train
nist_1187082	train
nist_1187099	train
nist_1187155	train
nist_1187240	train
nist_1187272	train
nist_1187333	train
nist_1188108	train
nist_1188725	train
nist_1189533	train
nist_1190026	train
nist_1190086	train
nist_1190284	train
nist_1191029	train
nist_1191048	train
nist_1191866	train
nist_1191908	train
nist_1191928	train
nist_1192302	train
nist_1192571	train
nist_1194052	train
nist_1194349	train
nist_1195065	train
nist_1195186	train
nist_1195507	train
nist_1195579	train
nist_1195671	train
nist_1196236	train
nist_1196385	train
nist_1196561	train
nist_1196693	train
nist_1196731	train
nist_1196748	train
nist_1196824	train
nist_1196903	train
nist_1197133	train
nist_1197611	train
nist_1197614	train
nist_1197778	train
nist_1197794	train
nist_1197945	train
nist_1197953	train
nist_1198086	train
nist_1198101	train
nist_1198184	train
nist_1198286	train
nist_1199045	train
nist_1199072	train
nist_1199268	train
nist_1199277	train
nist_1199614	train
nist_1199653	train
nist_1200183	train
nist_1200222	train
nist_1200820	train
nist_1201615	train
nist_1201686	train
nist_1202318	train
nist_1202338	train
nist_1202674	train
nist_1202689	train
nist_1202733	train
nist_1202754	train
nist_1203074	train
nist_1203160	train
nist_1203969	train
nist_1204291	train
nist_1204309	train
nist_1204981	train
nist_1205023	train
nist_1205354	train
nist_1205397	train
nist_1205456	train
nist_1205723	train
nist_1207636	train
nist_1207669	train
nist_1208382	train
nist_1208512	train
nist_1209206	train
nist_1209225	train
nist_1209406	train
nist_1209580	train
nist_1209917	train
nist_1210299	train
nist_1210411	train
nist_1210427	train
nist_1210507	train
nist_1210739	train
nist_1211005	train
nist_1211024	train
nist_1211445	train
nist_1211695	train
nist_1212196	train
nist_1212215	train
nist_1214841	train
nist_1214866	train
nist_1215146	train
